name,rank,year,company_founded,company_name,company_relationship,company_sector,company_type,demographics_age,demographics_gender,location_citizenship,location_country_code,location_gdp,location_region,wealth_type,wealth_worth_in_billions,wealth_how_category,wealth_how_from_emerging,wealth_how_industry,wealth_how_inherited,wealth_how_was_founder,wealth_how_was_political
 Tsai Ming-Kai ,"1,092.00","2,014.00","1,997.00", MediaTek , ceo , semiconductors , new ,63, male , Taiwan , Taiwan , -   , East Asia , executive ,1.6, New Sectors , True , Technology-Computer , nonin , True , True 
 Venugopal Dhoot ,"1,092.00","2,014.00","1,979.00", Videocon Electronics , relation , television , new ,62, male , India , IND , -   , South Asia , inherited ,1.6, New Sectors , True , Technology-Computer , father , True , True 
 Vincent Tan ,"1,092.00","2,014.00","1,985.00", Berjaya Corporation Berhad , founder , gambing , privatization ,62, male , Malaysia , MYS , -   , East Asia , privatized and resources ,1.6, Financial , True , Diversified financial , nonin , True , True 
 Wen Jianping ,"1,092.00","2,014.00","2,001.00", Beijing Originwater Technology , founder , sewage treatment , new ,52, male , China , CHN , -   , East Asia , fnf ,1.6, -   , True , Other , nonin , True , True 
 Wong Luen Hei ,"1,092.00","2,014.00","1,996.00", China Lesso Group , founder , home building materials , new ,52, male , China , CHN , -   , East Asia , fnf ,1.6, Traded Sectors , True , Non-consumer industrial , nonin , True , True 
 Yoshikazu Tanaka ,"1,092.00","2,014.00","2,004.00"," GREE, Inc ", founder , social network , new ,37, male , Japan , JPN , -   , East Asia , fnf ,1.6, New Sectors , True , Technology-Computer , nonin , True , True 
 Yuri Gushchin ,"1,092.00","2,014.00","1,998.00", Obyedinennye Konditery , founder , candy , privatization ,69, male , Russia , RUS , -   , Europe , privatized and resources ,1.6, Traded Sectors , True , Consumer , nonin , True , True 
 Zhou Chengjian ,"1,092.00","2,014.00","1,986.00", Metersbonwe Group , founder , fashion , new ,48, male , China , CHN , -   , East Asia , fnf ,1.6, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Ahsen Ozokur ,"1,143.00","2,014.00","1,944.00", Yildiz Holding , relation , food products , new ,63, female , Turkey , TUR , -   , Middle East/North Africa , inherited ,1.6, Traded Sectors , True , Consumer , father , True , True 
 Ali Ibrahim Agaoglu ,"1,143.00","2,014.00","1,981.00", Agaoglu Group , founder , construction , new ,60, male , Turkey , TUR , -   , Middle East/North Africa , privatized and resources ,1.6, Non-Traded Sectors , True , Constrution , nonin , True , True 
 Ana Maria Brescia Cafferata ,"1,143.00","2,014.00","1,889.00", Grupo Prescia (now Pandora Group) , relation ," mining, banking ", new ,89, female , Peru , PER , -   , Latin America , inherited ,1.6, Resource Related , True , Mining and metals , father , True , True 
 Ana Maria Marcondes Penido Sant'Anna ,"1,143.00","2,014.00","1,945.00", CCR Group , relation , toll roads , new ,58, female , Brazil , BRA , -   , Latin America , inherited ,1.6, -   , True , Other , father , True , True 
 Benu Gopal Bangur ,"1,143.00","2,014.00","1,918.00", Shree Cement , relation , cement , new ,82, male , India , IND , -   , South Asia , inherited ,1.6, Non-Traded Sectors , True , Constrution , father , True , True 
 Cesar Mata Pires ,"1,143.00","2,014.00","1,976.00", OAS SA , founder , construction , new , -   , male , Brazil , BRA , -   , Latin America , privatized and resources ,1.6, Non-Traded Sectors , True , Constrution , nonin , True , True 
 Christoph Henkel ,"1,143.00","2,014.00","1,876.00", Henkel Ag , relation , cleaning products , new , -   , male , Germany , DEU , -   , Europe , inherited ,1.6, Traded Sectors , True , Consumer , father , True , True 
 Manuel Moroun ,"1,143.00","2,014.00","1,970.00", CenTra Inc. , chairman , bridge to canada , aquired ,86, male , United States , USA , -   , North America , executive ,1.6, -   , True , Other , nonin , True , True 
 Rosa Brescia Cafferata ,"1,143.00","2,014.00","1,889.00", Grupo Prescia (now Pandora Group) , relation ," mining, banking ", new ,87, female , Peru , PER , -   , Latin America , inherited ,1.6, Resource Related , True , Mining and metals , father , True , True 
 Thomas Steyer ,"1,143.00","2,014.00","1,986.00", Farallon Capital Management , founder , hedge funds , new ,56, male , United States , USA , -   , North America , self-made finance ,1.6, Financial , True , Hedge funds , nonin , True , True 
 Wong Kwong Yu ,"1,143.00","2,014.00","1,987.00", Gome , investor , retail , new ,44, male , China , CHN , -   , East Asia , privatized and resources ,1.6, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Alexander Frolov ,"1,154.00","2,014.00","1,992.00", Evraz , ceo , steel , aquired ,49, male , Russia , RUS , -   , Europe , privatized and resources ,1.5, Resource Related , True , Mining and metals , nonin , True , True 
 Alexandre Grendene Bartelle ,"1,154.00","2,014.00","1,971.00", Grendene , founder , shoes , new ,64, male , Brazil , BRA , -   , Latin America , fnf ,1.5, Traded Sectors , True , Consumer , nonin , True , True 
 Alfredo Harp Helu ,"1,154.00","2,014.00","1,884.00", Banamex , owner , banking , aquired ,69, male , Mexico , MEX , -   , Latin America , self-made finance ,1.5, Financial , True , Money Management , nonin , True , True 
 Andrei Bokarev ,"1,154.00","2,014.00","2,002.00", CJSC Transmashholding , president , locomotive manufacturing , new ,47, male , Russia , RUS , -   , Europe , privatized and resources ,1.5, Resource Related , True , Energy , nonin , True , True 
 Bulent Eczacibasi ,"1,154.00","2,014.00","1,942.00", Eczacibasi Holding , relation , pharmaceuticals , new ,64, male , Turkey , TUR , -   , Middle East/North Africa , inherited ,1.5, New Sectors , True , Technology-Medical , father , True , True 
 Chang Yung Fa ,"1,154.00","2,014.00","1,961.00", Evergreen Group , founder , shipping , new ,86, male , Taiwan , Taiwan , -   , East Asia , fnf ,1.5, -   , True , Other , nonin , True , True 
 Chen Tianqiao ,"1,154.00","2,014.00","1,999.00", Shanda Interactive Entertainment , founder , entertainment , new ,41, male , China , CHN , -   , East Asia , fnf ,1.5, New Sectors , True , Technology-Computer , nonin , True , True 
 Chen Yung-Tai ,"1,154.00","2,014.00","1,965.00", Aurora Group , founder , real estate , new ,78, male , Taiwan , Taiwan , -   , East Asia , self-made finance ,1.5, Financial , True , Real Estate , nonin , True , True 
 Dan Wilks ,"1,154.00","2,014.00","2,002.00", Frac Tech , founder , natural gas , new ,57, male , United States , USA , -   , North America , privatized and resources ,1.5, Resource Related , True , Energy , nonin , True , True 
 Erika Pohl-Stroher ,"1,154.00","2,014.00","1,880.00", Wella AG , relation , cosmetics , new ,95, female , Germany , DEU , -   , Europe , inherited ,1.5, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Ezra Nahmad ,"1,154.00","2,014.00","1,960.00",, founder , art dealing , new ,68, male , Monaco , MCO , -   , Europe , fnf ,1.5, -   , True , Other , nonin , True , True 
 Farris Wilks ,"1,154.00","2,014.00","2,002.00", Frac Tech , founder , natural gas , new ,62, male , United States , USA , -   , North America , privatized and resources ,1.5, Resource Related , True , Energy , nonin , True , True 
 Faruk Eczacibasi ,"1,154.00","2,014.00","1,942.00", Eczacibasi Holding , relation , pharmaceuticals , new ,59, male , Turkey , TUR , -   , Middle East/North Africa , inherited ,1.5, New Sectors , True , Technology-Medical , father , True , True 
 Francesco Gaetano Caltagirone ,"1,154.00","2,014.00","1,947.00", Caltagirone Holdings , owner , cement , aquired ,70, male , Italy , ITA , -   , Europe , executive ,1.5, Non-Traded Sectors , True , Constrution , nonin , True , True 
 Gary Michelson ,"1,154.00","2,014.00","1,949.00", Medtronic , inventor , medical devices , new ,65, male , United States , USA , -   , North America , executive ,1.5, New Sectors , True , Technology-Medical , nonin , True , True 
 Gregorio Perez Companc ,"1,154.00","2,014.00","1,968.00", Petrolera Perez Companc , relation , oil , new ,78, male , Argentina , ARG , -   , Latin America , inherited ,1.5, Resource Related , True , Energy , father , True , True 
 He Qiaonu ,"1,154.00","2,014.00","1,992.00", Beijing Orient Landscape , founder , landscape architecture , new ,48, female , China , CHN , -   , East Asia , fnf ,1.5, Non-Traded Sectors , True , Constrution , nonin , True , True 
 Horst Brandstaetter ,"1,154.00","2,014.00","1,876.00", Brandstatter Group , relation , toys , new ,80, male , Germany , DEU , -   , Europe , inherited ,1.5, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Huang Shih Tsai ,"1,154.00","2,014.00","1,990.00", Greater China International Investment Group , founder , real estate , new ,62, male , Hong Kong , HKG , -   , East Asia , self-made finance ,1.5, Financial , True , Real Estate , nonin , True , True 
 Jimmy Haslam ,"1,154.00","2,014.00","1,981.00", Pilot Flying J , founder , truck stop , new ,60, male , United States , USA , -   , North America , fnf ,1.5, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 John Henry ,"1,154.00","2,014.00","1,981.00", John W. Henry & Company , founder , asset management , new ,64, male , United States , USA , -   , North America , fnf ,1.5, Traded Sectors , True , Consumer , nonin , True , True 
 Jose Llado Fernandez-Urrutia ,"1,154.00","2,014.00","1,960.00", Tecnicas Reunidas , founder , construction , new ,79, male , Spain , ESP , -   , Europe , fnf ,1.5, Non-Traded Sectors , True , Constrution , nonin , True , True 
 Juan Carlos Escotet ,"1,154.00","2,014.00","1,992.00", Banesco , founder , banking , new ,54, male , Venezuela , VEN , -   , Latin America , self-made finance ,1.5, Financial , True , Money Management , nonin , True , True 
 Koo Bon-Moo ,"1,154.00","2,014.00","1,947.00", LG Group , relation , electonics , new ,69, male , South Korea , KOR , -   , East Asia , inherited ,1.5, New Sectors , True , Technology-Computer , father , True , True 
 Lam Kong ,"1,154.00","2,014.00","1,995.00", China Medical Systems , founder , pharmaceuticals , new ,49, male , China , CHN , -   , East Asia , fnf ,1.5, New Sectors , True , Technology-Medical , nonin , True , True 
 Maria Del Pino y Calvo-Sotelo ,"1,154.00","2,014.00","1,952.00", Ferrovial , relation , construction , new ,57, female , Spain , ESP , -   , Europe , inherited ,1.5, Non-Traded Sectors , True , Constrution , father , True , True 
 Marie-Jeanne Meyer ,"1,154.00","2,014.00","1,851.00", Louis-Dreyfus Goup , relation ," commodities (wheat, oil, shipping) ", new ,72, female , France , FRA , -   , Europe , inherited ,1.5, Resource Related , True , Mining and metals , 4th generation , True , True 
 Mark Stevens ,"1,154.00","2,014.00","1,972.00", Sequoia Capital , partner , venture capitalist , new ,54, male , United States , USA , -   , North America , self-made finance ,1.5, Financial , True , Venture Capital , nonin , True , True 
 Massimo Moratti ,"1,154.00","2,014.00","1,962.00", Saras SPA , relation , oil , new ,68, male , Italy , ITA , -   , Europe , inherited ,1.5, Resource Related , True , Energy , father , True , True 
 Mehmet Karamehmet ,"1,154.00","2,014.00","1,923.00", Cukurova Holding , chairman ," textiles, industrial goods, media ", new ,69, male , Turkey , TUR , -   , Middle East/North Africa , executive ,1.5, Non-Traded Sectors , True , Media , nonin , True , True 
 Mehmet Nazif Gunal ,"1,154.00","2,014.00","1,976.00", MNG Holding , founder , construction , new ,66, male , Turkey , TUR , -   , Middle East/North Africa , fnf ,1.5, Non-Traded Sectors , True , Constrution , nonin , True , True 
 Monique Louis-Dreyfus ,"1,154.00","2,014.00","1,851.00", Louis-Dreyfus Goup , relation ," commodities (wheat, oil, shipping) ", new ,74, female , France , FRA , -   , Europe , inherited ,1.5, Resource Related , True , Mining and metals , 4th generation , True , True 
 Murali Divi ,"1,154.00","2,014.00","1,990.00", Divis Laboratories , founder , pharmaceuticals , new ,62, male , India , IND , -   , South Asia , fnf ,1.5, New Sectors , True , Technology-Medical , nonin , True , True 
 Paul Singer ,"1,154.00","2,014.00","1,977.00", Elliott Associates , founder , hedge funds , new ,69, male , United States , USA , -   , North America , self-made finance ,1.5, Financial , True , Hedge funds , nonin , True , True 
 Ravi Jaipuria ,"1,154.00","2,014.00","1,960.00", RJ Corp , relation , soft drinks , new ,59, male , India , IND , -   , South Asia , executive ,1.5, Traded Sectors , True , Consumer , nonin , True , True 
 Richard Hayne ,"1,154.00","2,014.00","1,970.00", Urban Outfitters , founder , retail , new ,66, male , United States , USA , -   , North America , fnf ,1.5, Traded Sectors , True , Consumer , nonin , True , True 
 Robert Coyiuto Jr ,"1,154.00","2,014.00","1,981.00", Prudential Guarantee & Assurance , relation ," insurancei, power ", new ,61, male , Philippines , PHL , -   , East Asia , inherited ,1.5, Resource Related , True , Energy , father , True , True 
 Saad Hariri ,"1,154.00","2,014.00","1,978.00", Saudi Oger , relation , construction , aquired ,43, male , Lebanon , LBN , -   , Middle East/North Africa , inherited ,1.5, Non-Traded Sectors , True , Constrution , father , True , True 
 Senapathy Gopalakrishnan ,"1,154.00","2,014.00","1,981.00", Infosys , founder and executive vice chairman , information services , new ,58, male , India , IND , -   , South Asia , fnf ,1.5, New Sectors , True , Technology-Computer , nonin , True , True 
 Sergio Lins Andrade ,"1,154.00","2,014.00","1,948.00", Andrade Gutierrez , relation , construction , new ,66, male , Brazil , BRA , -   , Latin America , inherited ,1.5, Non-Traded Sectors , True , Constrution , father , True , True 
 Thomas Lee ,"1,154.00","2,014.00","1,974.00", Thomas H. Lee Partners , founder , leveraged buyout , new ,69, male , United States , USA , -   , North America , self-made finance ,1.5, Financial , True , Private equity/leveraged buyout , nonin , True , True 
 Tom Benson ,"1,154.00","2,014.00","1,962.00", Benson Financial , founder ," cars, finance ", new ,86, male , United States , USA , -   , North America , fnf ,1.5, -   , True , Other , nonin , True , True 
 Vadim Novinsky ,"1,154.00","2,014.00","1,995.00", Smart-Holding , owner , steel , new ,50, male , Ukraine , UKR , -   , Europe , privatized and resources ,1.5, Resource Related , True , Non-consumer industrial , nonin , True , True 
 Vichai Srivaddhanaprabha ,"1,154.00","2,014.00","1,989.00", King Power Duty Free , founder , retail , new ,56, male , Thailand , THA , -   , East Asia , fnf ,1.5, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Victor Gradin ,"1,154.00","2,014.00","1,944.00", Odebrecht , owner , construction , new ,81, male , Brazil , BRA , -   , Latin America , executive ,1.5, Non-Traded Sectors , True , Constrution , nonin , True , True 
 Vinod Khosla ,"1,154.00","2,014.00","1,982.00", Sun Microsystems , founder , software , new ,59, male , United States , USA , -   , North America , self-made finance ,1.5, Financial , True , Venture Capital , nonin , True , True 
 Wen Yibo ,"1,154.00","2,014.00","1,993.00", The Sound Group , founder , waste management , new ,48, male , China , CHN , -   , East Asia , fnf ,1.5, Traded Sectors , True , Non-consumer industrial , nonin , True , True 
 Yuriy Kosiuk ,"1,154.00","2,014.00","1,998.00", MHP , founder , agriculture , aquired ,45, male , Ukraine , UKR , -   , Europe , fnf ,1.5, Traded Sectors , True , Consumer , nonin , True , True 
 Zhu Yicai ,"1,154.00","2,014.00","1,993.00", Yurun Food , founder , meat products , new ,49, male , China , CHN , -   , East Asia , self-made finance ,1.5, Financial , True , Diversified financial , nonin , True , True 
 Ajay Piramal ,"1,203.00","2,014.00","1,984.00", Piramel , founder , pharmaceuticals , aquired ,58, male , India , IND , -   , South Asia , fnf ,1.5, New Sectors , True , Technology-Medical , nonin , True , True 
 Isidoro Alvarez ,"1,203.00","2,014.00","1,940.00", El Corte Ingles , relation , retail , new ,79, male , Spain , ESP , -   , Europe , inherited ,1.5, Non-Traded Sectors , True ," Retail, Restaurant ", father , True , True 
 Richard Scaife ,"1,203.00","2,014.00","1,869.00", Mellon , relation ," banking, oil, aluminum ", new ,81, male , United States , USA , -   , North America , inherited ,1.5, Financial , True , Diversified financial , 3rd generation , True , True 
 Sergei Katsiev ,"1,203.00","2,014.00","1,998.00", Megapolis , founder , tobacco , new ,56, male , Russia , RUS , -   , Europe , fnf ,1.5, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 William Ackman ,"1,203.00","2,014.00","2,005.00", Pershing Square Capital Management , founder , hedge funds , new ,47, male , United States , USA , -   , North America , self-made finance ,1.5, Financial , True , Hedge funds , nonin , True , True 
 Wilma Tisch ,"1,203.00","2,014.00","1,946.00", Loews Corporation , relation , invetsments , new ,86, female , United States , USA , -   , North America , inherited ,1.5, Financial , True , Diversified financial , spouse/widow , True , True 
 Zhang Changhong ,"1,203.00","2,014.00","2,000.00", DZH/Shanghai Great Wisdom , chairman , financial information , new ,55, male , China , CHN , -   , East Asia , self-made finance ,1.5, Financial , True , Money Management , nonin , True , True 
 Alan Gerry ,"1,210.00","2,014.00","1,956.00", Cablevision Industries , founder , media , new ,84, male , United States , USA , -   , North America , fnf ,1.4, Non-Traded Sectors , True , Media , nonin , True , True 
 Albert Blokker ,"1,210.00","2,014.00","1,896.00", Blokker Holding , relation , retail , new ,68, male , Belgium , BEL , -   , Europe , inherited ,1.4, Non-Traded Sectors , True ," Retail, Restaurant ", 3rd generation , True , True 
 Alberto Cortina ,"1,210.00","2,014.00","1,952.00", Construcciones y Contratas , owner , construction , aquired ,68, male , Spain , ESP , -   , Europe , self-made finance ,1.4, Financial , True , Diversified financial , nonin , True , True 
 Anatoly Lomakin ,"1,210.00","2,014.00","1,992.00", International Potassium Company (MMK) , owner , fertilizers , privatization ,61, male , Russia , RUS , -   , Europe , privatized and resources ,1.4, Traded Sectors , True , Consumer , nonin , True , True 
 Aziz Akhannouch ,"1,210.00","2,014.00","1,959.00", Akwa Group , relation , oil and gas , new ,53, male , Morocco , MAR , -   , Middle East/North Africa , inherited ,1.4, Resource Related , True , Energy , father , True , True 
 Billy Joe (Red) McCombs ,"1,210.00","2,014.00","1,953.00", Red McCombs Automotive Group , founder ," auto sales, energy ", new ,86, male , United States , USA , -   , North America , self-made finance ,1.4, Financial , True , Real Estate , nonin , True , True 
 Chen Jianhua ,"1,210.00","2,014.00","2,002.00", Hengli Group , chairman , plastics , new ,43, male , China , CHN , -   , East Asia , executive ,1.4, Traded Sectors , True , Non-consumer industrial , nonin , True , True 
 Christopher Cline ,"1,210.00","2,014.00","1,985.00", Foresight Reserves , founder , coal , new ,56, male , United States , USA , -   , North America , privatized and resources ,1.4, Resource Related , True , Mining and metals , nonin , True , True 
 Christopher Goldsbury ,"1,210.00","2,014.00","1,947.00", Pace Foods , relation , salsa , new ,71, male , United States , USA , -   , North America , inherited ,1.4, Traded Sectors , True , Consumer , father , True , True 
 Clement Fayat ,"1,210.00","2,014.00","1,957.00", Fayat , founder , construction , new ,82, male , France , FRA , -   , Europe , fnf ,1.4, Non-Traded Sectors , True , Constrution , nonin , True , True 
 David Walentas ,"1,210.00","2,014.00","1,979.00", Dumbo , founder , real estate , new ,75, male , United States , USA , -   , North America , self-made finance ,1.4, Financial , True , Real Estate , nonin , True , True 
 Dmitry Kamenshchik ,"1,210.00","2,014.00","1,964.00", Moscow Domodedovo Airport. , chairman , airport , privatization ,45, male , Russia , RUS , -   , Europe , privatized and resources ,1.4, Financial , True , Real Estate , nonin , True , True 
 Dmitry Mazepin ,"1,210.00","2,014.00","2,004.00", Uralchem , founder , fertilizers , new ,45, male , Russia , RUS , -   , Europe , fnf ,1.4, Traded Sectors , True , Non-consumer industrial , nonin , True , True 
 Edmund Ansin ,"1,210.00","2,014.00","1,962.00", Sunbeam Television , chairman , media , new ,77, male , United States , USA , -   , North America , executive ,1.4, Non-Traded Sectors , True , Media , nonin , True , True 
 Els Blokker ,"1,210.00","2,014.00","1,896.00", Blokker Holding , relation , retail , new ,66, female , Netherlands , NLD , -   , Europe , inherited ,1.4, Non-Traded Sectors , True ," Retail, Restaurant ", spouse/widow , True , True 
 Farkhad Akhmedov ,"1,210.00","2,014.00","1,993.00", Northgas , owner , oil and gas , subsidiary ,58, male , Russia , RUS , -   , Europe , privatized and resources ,1.4, Resource Related , True , Energy , nonin , True , True 
 Francesco Saverio Salini ,"1,210.00","2,014.00","1,936.00", Salini Impregilo , relation , construction , new ,78, male , Italy , ITA , -   , Europe , inherited ,1.4, Non-Traded Sectors , True , Constrution , father , True , True 
 Gian Marco Moratti ,"1,210.00","2,014.00","1,962.00", Saras SPA , relation , oil , new ,77, male , Italy , ITA , -   , Europe , inherited ,1.4, Resource Related , True , Energy , father , True , True 
 Gleb Fetisov ,"1,210.00","2,014.00","1,989.00", Alfa Group , owner ," telecom, finance ", new ,47, male , Russia , RUS , -   , Europe , executive ,1.4, Non-Traded Sectors , True , Media , nonin , True , True 
 Hamdi Ulukaya ,"1,210.00","2,014.00","2,005.00", Chobani , founder , yogurt , new ,42, male , Turkey , TUR , -   , Middle East/North Africa , fnf ,1.4, Traded Sectors , True , Consumer , nonin , True , True 
 Hong Ra-Hee ,"1,210.00","2,014.00","1,938.00", Samsung , relation , electronics , new ,68, female , South Korea , KOR , -   , East Asia , inherited ,1.4, New Sectors , True , Technology-Computer , spouse/widow , True , True 
 J. Joe Ricketts ,"1,210.00","2,014.00","1,975.00", TD Ameritrade , founder , banking , new ,72, male , United States , USA , -   , North America , self-made finance ,1.4, Financial , True , Money Management , nonin , True , True 
 James Clark ,"1,210.00","2,014.00","1,994.00", Netscape Communications Corporation , founder , software , new ,69, male , United States , USA , -   , North America , fnf ,1.4, New Sectors , True , Technology-Computer , nonin , True , True 
 Joao Alves de Queiroz Filho ,"1,210.00","2,014.00","2,001.00", Hypermarcas , founder , consumer goods , new ,61, male , Brazil , BRA , -   , Latin America , fnf ,1.4, Traded Sectors , True , Consumer , nonin , True , True 
 Jonathan Gray ,"1,210.00","2,014.00","1,985.00", Blackstone Group , Global Head of Real Estate , private equity , new ,44, male , United States , USA , -   , North America , self-made finance ,1.4, Financial , True , Other , nonin , True , True 
 Kagemasa Kozuki ,"1,210.00","2,014.00","1,969.00", Konami Corporation , founder , toys , new ,73, male , Japan , JPN , -   , East Asia , fnf ,1.4, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Larry Robbins ,"1,210.00","2,014.00","2,001.00", Glenview Capital Management , founder , hedge funds , new ,44, male , United States , USA , -   , North America , self-made finance ,1.4, Financial , True , Hedge funds , nonin , True , True 
 Lei Jufang ,"1,210.00","2,014.00","1,993.00", Tibet Cheezheng Tibetan Medicine , founder , pharmaceuticals , new ,61, female , China , CHN , -   , East Asia , fnf ,1.4, New Sectors , True , Technology-Medical , nonin , True , True 
 Len Ainsworth ,"1,210.00","2,014.00","1,953.00", Aristocrat Leisure Limited , founder , gaming , new ,90, male , Australia , AUS , -   , North America , fnf ,1.4, Traded Sectors , True , Consumer , nonin , True , True 
 Lina Maria Aguiar ,"1,210.00","2,014.00","1,943.00", Bradesco , relation , banking , new ,76, female , Brazil , BRA , -   , Latin America , inherited ,1.4, Financial , True , Money Management , father , True , True 
 Luis Enrique Yarur Rey ,"1,210.00","2,014.00","1,937.00", Banco de Credito e Inversiones (BCI) , relation , banking , new ,63, male , Chile , CHL , -   , Latin America , inherited ,1.4, Financial , True , Money Management , father , True , True 
 Marius Nacht ,"1,210.00","2,014.00","1,993.00", Check Point , founder , software , new ,48, male , Israel , ISR , -   , Middle East/North Africa , fnf ,1.4, New Sectors , True , Technology-Computer , nonin , True , True 
 Max Michel Suberville ,"1,210.00","2,014.00","1,890.00", FEMSA , owner , beverages , new ,81, male , Mexico , MEX , -   , Latin America , executive ,1.4, Traded Sectors , True , Consumer , nonin , True , True 
 Michael Ashcroft ,"1,210.00","2,014.00","1,972.00", Michael A. Ashcroft Associates , founder , investments , new ,68, male , United Kingdom , GBR , -   , Europe , fnf ,1.4, -   , True , Other , nonin , True , True 
 Michel Chalhoub ,"1,210.00","2,014.00","1,955.00", Chalhoub Group , founder , luxury goods , new ,82, male , France , FRA , -   , Europe , fnf ,1.4, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Nandan Nilekani ,"1,210.00","2,014.00","1,981.00", Infosys , founder , software , new ,58, male , India , IND , -   , South Asia , fnf ,1.4, New Sectors , True , Technology-Computer , nonin , True , True 
" Nicholas Pritzker, II. ","1,210.00","2,014.00","1,957.00", Hyatt , relation , hotels , aquired ,70, male , United States , USA , -   , North America , inherited ,1.4, Financial , True , Real Estate , father , True , True 
 Nicola Bulgari ,"1,210.00","2,014.00","1,884.00", Bulgari , relation , luxury goods , new ,73, male , Italy , ITA , -   , Europe , inherited ,1.4, Traded Sectors , True , Consumer , 5th generation or longer , True , True 
 Oleg Tinkov ,"1,210.00","2,014.00","1,990.00", Tinkoff Brewery , founder , beer , new ,46, male , Russia , RUS , -   , Europe , self-made finance ,1.4, Financial , True , Money Management , nonin , True , True 
 Paolo Bulgari ,"1,210.00","2,014.00","1,884.00", Bulgari , relation , luxury goods , new ,76, male , Italy , ITA , -   , Europe , inherited ,1.4, Traded Sectors , True , Consumer , 5th generation or longer , True , True 
 Peter Gilgan ,"1,210.00","2,014.00","1,978.00", Mattamy Homes , founder , construction , new ,63, male , Canada , CAN , -   , North America , fnf ,1.4, Non-Traded Sectors , True , Constrution , nonin , True , True 
 Peter Unger ,"1,210.00","2,014.00","1,985.00", Auto-Teile-Unger , founder , auto repair , new ,69, male , Germany , DEU , -   , Europe , fnf ,1.4, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Petter Stordalen ,"1,210.00","2,014.00","1,996.00", Home Invest , founder , real estate , new ,51, male , Norway , NOR , -   , Europe , self-made finance ,1.4, Financial , True , Real Estate , nonin , True , True 
 Pyotr Kondrashev ,"1,210.00","2,014.00","1,925.00", Silvinit , CEO , fertilizers , privatization ,64, male , Russia , RUS , -   , Europe , privatized and resources ,1.4, Traded Sectors , True , Consumer , nonin , True , True 
 Radovan Vitek ,"1,210.00","2,014.00","1,997.00", CPI , founder , real estate , aquired ,42, male , Czech Republic , CZE , -   , Europe , self-made finance ,1.4, Financial , True , Real Estate , nonin , True , True 
 Ranjan Pai ,"1,210.00","2,014.00","1,953.00", Manipal Education & Medical Group , relation , education , new ,41, male , India , IND , -   , South Asia , inherited ,1.4, -   , True , Other , 3rd generation , True , True 
 Remo Ruffini ,"1,210.00","2,014.00","1,954.00", Moncler , owner , winter jackets , aquired ,52, male , Italy , ITA , -   , Europe , executive ,1.4, Traded Sectors , True , Consumer , nonin , True , True 
 Richard Chilton Jr ,"1,210.00","2,014.00","1,992.00", Chilton Investment Company , founder , investment banking , new ,55, male , United States , USA , -   , North America , self-made finance ,1.4, Financial , True , Hedge funds , nonin , True , True 
" Richard Yuengling, Jr. ","1,210.00","2,014.00","1,829.00", Yuengling , relation , beer , new ,70, male , United States , USA , -   , North America , inherited ,1.4, Traded Sectors , True , Consumer , 5th generation or longer , True , True 
 Roman Avdeev ,"1,210.00","2,014.00","1,994.00", Credit Bank of Moscow , founder , banking , new ,46, male , Russia , RUS , -   , Europe , self-made finance ,1.4, Financial , True , Money Management , nonin , True , True 
 Shlomo Eliahu ,"1,210.00","2,014.00","1,955.00", Eliyahu Insurance Company , founder , insurance , new ,78, male , Israel , ISR , -   , Middle East/North Africa , self-made finance ,1.4, Financial , True , Money Management , nonin , True , True 
 Takao Yasuda ,"1,210.00","2,014.00","1,980.00", Don Quijote , Chairman and Chief Executive Officer , retail , new ,64, male , Japan , JPN , -   , East Asia , executive ,1.4, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Todd Wagner ,"1,210.00","2,014.00","1,995.00", Broadcast.com , founder , entertainment , new ,53, male , United States , USA , -   , North America , fnf ,1.4, Non-Traded Sectors , True , Media , nonin , True , True 
 Vladimir Iorich ,"1,210.00","2,014.00","2,003.00", Mechel AOA , owner ," mining, steel ", new ,55, male , Germany , DEU , -   , Europe , privatized and resources ,1.4, Resource Related , True , Mining and metals , nonin , True , True 
 Vladimir Scherbakov ,"1,210.00","2,014.00","1,996.00", Avtotor Holding , founder , automobiles , new ,64, male , Russia , RUS , -   , Europe , privatized and resources ,1.4, Traded Sectors , True , Consumer , nonin , True , True 
 Wang Jing ,"1,210.00","2,014.00","1,995.00", Beijing Xinwei Telecom Technology , chairman , telecom , new ,41, male , China , CHN , -   , East Asia , executive ,1.4, Non-Traded Sectors , True , Media , nonin , True , True 
